,Course Name,University,Aptitude Score,Previous Score,Extracurricular activity,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
3188,"Technology Commercialization, Part 1: Setting up your Idea Filtering System",University of Rochester,77.0,67.0,No,4.2,71.0,55.0,90.0
3189,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,University of Rochester,89.0,70.0,No,4.5,70.0,62.0,68.0
3190,The Blues: Understanding and Performing an American Art Form,University of Rochester,63.0,69.0,Yes,4.8,75.0,74.0,67.0
3191,"Introduction to Self-Determination Theory: An approach to motivation, development and wellness",University of Rochester,65.0,67.0,Yes,4.9,93.0,59.0,68.0
3192,Confronting The Big Questions: Highlights of Modern Astronomy,University of Rochester,93.0,68.0,Yes,4.5,62.0,55.0,67.0
3193,"History of Rock, Part One",University of Rochester,93.0,72.0,Yes,4.8,74.0,56.0,70.0
3194,App Design and Development for iOS,University of Toronto,75.0,71.0,Yes,4.0,59.0,89.0,96.0
3195,Learn to Program: Crafting Quality Code,University of Toronto,94.0,67.0,Yes,4.6,57.0,60.0,88.0
3196,Bioinformatic Methods I,University of Toronto,60.0,68.0,Yes,4.6,85.0,57.0,59.0
3197,Mind Control: Managing Your Mental Health During COVID-19,University of Toronto,70.0,65.0,No,4.8,81.0,63.0,62.0
3198,State Estimation and Localization for Self-Driving Cars,University of Toronto,54.0,73.0,Yes,4.6,72.41137220771685,88.0,62.0
3199,Visual Perception for Self-Driving Cars,University of Toronto,80.0,70.0,Yes,4.5,76.0,93.0,58.0
3200,The Social Context of Mental Health and Illness,University of Toronto,74.0,66.0,Yes,4.5,57.0,80.0,58.0
3201,The City and You: Find Your Best Place,University of Toronto,70.0,70.0,Yes,4.6,78.0,83.0,60.0
3202,Communication Strategies for a Virtual Age,University of Toronto,94.0,69.0,Yes,4.6,72.0,57.0,58.0
3203,Bioinformatic Methods II,University of Toronto,76.0,71.0,Yes,4.7,84.0,55.0,75.0
3204,Build Your Own iOS App,University of Toronto,84.0,69.0,Yes,3.2,77.0,93.0,88.0
3205,Introduction to GIS Mapping,University of Toronto,69.0,62.0,No,4.8,70.0,74.0,59.0
3206,Understanding and Managing the Stresses of Police Work,University of Toronto,61.0,68.0,No,4.9,78.0,79.0,74.0
3207,Learn to Program: The Fundamentals,University of Toronto,66.0,64.0,No,4.6,71.0,75.0,91.0
3208,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,69.0,66.0,Yes,4.6,91.0,58.0,68.0
3209,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,83.0,68.0,No,4.3,72.0,55.0,84.0
3210,"GIS, Mapping, and Spatial Analysis Capstone",University of Toronto,71.0,68.0,Yes,4.9,61.0,71.0,62.0
3211,Introduction to Psychology,University of Toronto,76.0,69.0,Yes,4.8,63.0,55.0,60.0
3212,Spatial Analysis and Satellite Imagery in a GIS,University of Toronto,77.0,65.0,No,4.9,60.0,82.0,96.0
3213,GIS Data Acquisition and Map Design,University of Toronto,66.0,62.0,No,4.9,75.0,78.0,94.0
3214,Plant Bioinformatics Capstone,University of Toronto,71.0,70.0,Yes,4.9,91.0,56.0,72.0
3215,iOS App Development Basics,University of Toronto,73.0,68.0,Yes,4.2,61.0,60.0,71.0
3216,Aboriginal Worldviews and Education,University of Toronto,85.0,67.0,Yes,4.6,63.0,82.0,57.0
3217,Motion Planning for Self-Driving Cars,University of Toronto,98.0,71.0,Yes,4.7,85.0,78.0,61.0
3218,Plant Bioinformatics,University of Toronto,90.0,68.0,Yes,4.8,93.0,76.0,68.0
3219,Introduction to Self-Driving Cars,University of Toronto,68.0,69.0,Yes,4.6,78.0,78.0,72.0
3220,Advanced Practice Provider/Physician Assistant: Opioid Use Disorder Medication Assisted Treatment Waiver Training (24hr),University of Virginia,64.0,71.0,No,4.5,61.0,73.0,62.0
3221,Cancer Prevention Web-Based Activity,University of Virginia,62.0,70.0,No,4.8,79.0,71.0,61.0
3222,Cost and Economics in Pricing Strategy,University of Virginia,69.0,66.0,No,4.8,78.0,80.0,60.0
3223,Age of Jefferson,University of Virginia,83.0,68.0,Yes,4.6,78.0,70.0,60.0
3224,Agile Meets Design Thinking,University of Virginia,65.0,69.0,No,4.7,70.0,77.0,60.0
3225,"Coding for Designers, Managers, & Entrepreneurs II",University of Virginia,56.0,62.0,No,4.4,76.0,70.0,61.0
3226,"Grow to Greatness: Smart Growth for Private Businesses, Part I",University of Virginia,90.0,68.0,Yes,4.8,55.0,82.0,67.0
3227,Managing an Agile Team,University of Virginia,59.0,65.0,Yes,4.7,76.0,72.0,62.0
3228,Managing an Agile Team,University of Virginia,75.0,64.0,Yes,4.7,70.0,76.0,60.0
3229,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,97.0,70.0,No,4.8,81.0,57.0,57.0
3230,Agile Meets Design Thinking,University of Virginia,94.0,66.0,No,4.7,58.0,77.0,61.0
3231,Strategic Planning and Execution,University of Virginia,89.0,71.0,Yes,4.7,76.0,56.0,72.0
3232,Customer-Centric IT Strategy,University of Virginia,62.0,64.0,Yes,4.5,78.0,56.0,72.0
3233,Pricing Strategy in Practice,University of Virginia,82.0,63.0,Yes,4.7,91.0,72.0,92.0
3234,Financial Accounting Fundamentals,University of Virginia,82.0,64.0,No,4.8,76.0,74.0,58.0
3235,How Things Work: An Introduction to Physics,University of Virginia,89.0,69.0,No,4.7,59.0,56.0,57.0
3236,Digital Product Management: Modern Fundamentals,University of Virginia,74.0,66.0,No,4.7,76.0,59.0,61.0
3237,Business Strategy in Practice (Project-centered Course),University of Virginia,52.0,64.0,No,4.6,86.0,58.0,97.0
3238,Physician/Student Opioid Use Disorder Medication Assisted Treatment Waiver Training,University of Virginia,56.0,64.0,Yes,4.3,61.0,55.0,62.0
3239,Managerial Accounting Fundamentals,University of Virginia,93.0,68.0,No,4.8,55.0,62.0,72.0
3240,Innovating with the Business Model Canvas,University of Virginia,57.0,67.0,Yes,4.6,79.0,74.0,60.0
3241,"Plagues, Witches, and War: The Worlds of Historical Fiction",University of Virginia,64.0,71.0,Yes,4.5,70.0,70.0,74.0
3242,Customer Value in Pricing Strategy,University of Virginia,62.0,73.0,No,4.8,62.0,74.0,91.0
3243,Digital Product Management: Modern Fundamentals,University of Virginia,77.0,71.0,Yes,4.7,79.0,74.0,61.0
3244,"Coding for Designers, Managers, & Entrepreneurs III",University of Virginia,53.0,73.0,No,4.9,60.0,62.0,96.0
3245,Agile Analytics,University of Virginia,52.0,64.0,No,4.7,62.0,93.0,57.0
3246,Aspectos bï¿½sicos de la planificaciï¿½n y la gestiï¿½n de proyectos,University of Virginia,95.0,63.0,No,4.8,71.0,78.0,67.0
3247,Foundations of Business Strategy,University of Virginia,88.0,74.0,Yes,4.7,77.0,75.0,71.0
3248,Advanced Business Strategy,University of Virginia,60.0,68.0,Yes,4.7,74.0,70.0,62.0
3249,Digital Transformation,University of Virginia,56.0,67.0,No,4.8,76.0,59.0,71.0
3250,Agile Analytics,University of Virginia,79.0,64.0,No,4.7,74.0,57.0,62.0
3251,Design Thinking for Innovation,University of Virginia,65.0,64.0,Yes,4.6,76.0,70.0,60.0
3252,Public Policy Challenges of the 21st Century,University of Virginia,57.0,61.0,No,4.6,79.0,78.0,57.0
3253,Fundamentals of Project Planning and Management,University of Virginia,63.0,61.0,No,4.7,62.0,57.0,62.0
3254,Business Growth Strategy,University of Virginia,70.0,68.0,Yes,4.7,77.0,70.0,73.0
3255,Sustainability through Soccer: Systems-Thinking in Action,University of Virginia,89.0,69.0,No,3.5,88.0,56.0,60.0
3256,Hypothesis-Driven Development,University of Virginia,54.0,69.0,Yes,4.6,80.0,90.0,73.0
3257,Ethical Leadership Through Giving Voice to Values,University of Virginia,78.0,70.0,Yes,4.7,80.0,80.0,69.0
3258,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,70.0,59.0,No,4.6,72.0,56.0,62.0
3259,Continuous Delivery & DevOps,University of Virginia,56.0,65.0,No,4.6,59.0,70.0,70.0
3260,"The Modern World, Part Two: Global History since 1910",University of Virginia,61.0,64.0,No,4.8,86.0,71.0,57.0
3261,Introduction to Personal Branding,University of Virginia,87.0,66.0,Yes,4.3,78.0,61.0,62.0
3262,Hypothesis-Driven Development,University of Virginia,57.0,71.0,No,4.6,62.0,70.0,72.0
3263,Motivational Enhancement Techniques: Working with Patients with Opioid & Substance Use Disorders or High Risk Use MAT Waiver Training Supplemental Course,University of Virginia,56.0,67.0,Yes,4.4,61.0,79.0,75.0
3264,Market and Competition in Pricing Strategy,University of Virginia,59.0,63.0,No,4.8,59.0,56.0,93.0
3265,Foundations of Diversity and Inclusion at Work TeachOut,University of Virginia,86.0,64.0,No,4.7,75.0,63.0,60.0
3266,"Coding for Designers, Managers, & Entrepreneurs I",University of Virginia,94.0,63.0,Yes,4.3,88.0,90.0,62.0
3267,The Kennedy Half Century,University of Virginia,95.0,67.0,Yes,4.6,92.0,79.0,62.0
3268,New Models of Business in Society,University of Virginia,93.0,64.0,Yes,4.6,59.0,62.0,60.0
3269,"Grow to Greatness: Smart Growth for Private Businesses, Part II",University of Virginia,59.0,65.0,No,4.8,88.0,73.0,74.0
3270,Patrick Henry: Forgotten Founder,University of Virginia,89.0,68.0,Yes,4.9,80.0,57.0,68.0
3271,"Programming Languages, Part A",University of Washington,50.0,66.0,Yes,4.9,77.0,90.0,71.0
3272,Data Science at Scale - Capstone Project,University of Washington,94.0,65.0,Yes,3.8,55.0,59.0,93.0
3273,Machine Learning: Clustering & Retrieval,University of Washington,81.0,64.0,Yes,4.6,72.0,83.0,57.0
3274,Business English: Capstone Project,University of Washington,54.0,64.0,Yes,4.6,63.0,76.0,96.0
3275,Practical Predictive Analytics: Models and Methods,University of Washington,88.0,70.0,Yes,4.1,70.0,74.0,57.0
3276,Computational Neuroscience,University of Washington,97.0,72.0,Yes,4.5,78.0,74.0,75.0
3277,Business English: Networking,University of Washington,92.0,63.0,No,4.7,80.0,56.0,93.0
3278,Social Media Data Analytics,University of Washington,95.0,69.0,Yes,4.0,77.0,61.0,97.0
3279,Speaking to inform: Discussing complex ideas with clear explanations and dynamic slides,University of Washington,90.0,70.0,No,4.8,63.0,85.0,97.0
3280,Lesson | Business English Skills: Introducing Yourself in Business Settings,University of Washington,58.0,66.0,Yes,4.2,84.0,82.0,74.0
3281,Machine Learning: Classification,University of Washington,98.0,72.0,No,4.7,92.0,62.0,59.0
3282,Business English: Making Presentations,University of Washington,88.0,72.0,No,4.8,62.0,80.0,95.0
3283,Business English: Planning & Negotiating,University of Washington,87.0,70.0,Yes,4.8,58.0,72.0,90.0
3284,Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails,University of Washington,100.0,72.0,Yes,4.5,77.0,71.0,68.0
3285,"Programming Languages, Part B",University of Washington,56.0,67.0,No,4.9,87.0,61.0,97.0
3286,U101: Understanding College and College Life,University of Washington,67.0,71.0,Yes,4.6,92.0,78.0,51.0
3287,Speaking to persuade: Motivating audiences with solid arguments and moving language,University of Washington,63.0,64.0,No,4.8,88.0,58.0,96.0
3288,"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails",University of Washington,76.0,67.0,No,4.8,74.0,63.0,73.0
3289,Introduction to Public Speaking,University of Washington,68.0,65.0,Yes,4.7,71.0,57.0,67.0
3290,Communicating Data Science Results,University of Washington,81.0,64.0,No,3.6,77.0,57.0,92.0
3291,Machine Learning: Regression,University of Washington,90.0,73.0,Yes,4.8,72.41137220771685,78.0,59.0
3292,Business English: Meetings,University of Washington,93.0,60.0,Yes,4.7,75.0,59.0,94.0
3293,Speaking to Inspire: Ceremonial and Motivational Speeches,University of Washington,64.0,66.0,Yes,4.8,70.0,59.0,96.0
3294,Machine Learning Foundations: A Case Study Approach,University of Washington,87.0,63.0,Yes,4.5,72.0,62.0,78.0
3295,"Programming Languages, Part C",University of Washington,88.0,65.0,No,5.0,78.0,84.0,89.0
3296,"Agriculture, Economics and Nature",University of Western Australia,69.0,67.0,Yes,4.7,74.0,82.0,69.0
3297,Discover Best Practice Farming for a Sustainable 2050,University of Western Australia,61.0,64.0,No,4.6,56.0,85.0,60.0
3298,Asian Environmental Humanities: Landscapes in Transition,University of Zurich,62.0,65.0,Yes,4.8,59.0,84.0,71.0
3299,Teaching Science at University,University of Zurich,69.0,68.0,No,4.6,63.0,87.0,73.0
3300,Myocardial Infarction,University of Zurich,84.0,72.0,No,4.8,74.0,58.0,73.0
3301,An Intuitive Introduction to Probability,University of Zurich,80.0,71.0,Yes,4.8,75.0,55.0,74.0
3302,Career Planning: A Pathway to Employment,University System of Georgia,64.0,71.0,No,4.8,90.0,77.0,59.0
3303,Successful Career Development,University System of Georgia,54.0,67.0,Yes,4.6,73.0,79.0,70.0
3304,Cybersecurity and the X-Factor,University System of Georgia,91.0,66.0,Yes,4.6,61.0,56.0,75.0
3305,Cybersecurity and Mobility,University System of Georgia,75.0,63.0,Yes,4.4,71.0,73.0,57.0
3306,Cybersecurity and the Internet of Things,University System of Georgia,93.0,72.0,Yes,4.6,78.0,59.0,58.0
3307,Six Sigma Advanced Analyze Phase,University System of Georgia,61.0,69.0,No,4.7,87.0,75.0,68.0
3308,Six Sigma Tools for Analyze,University System of Georgia,51.0,66.0,No,4.7,84.0,60.0,60.0
3309,Six Sigma and the Organization (Advanced),University System of Georgia,91.0,75.0,Yes,4.6,85.0,92.0,96.0
3310,Six Sigma Advanced Improve and Control Phases,University System of Georgia,69.0,68.0,Yes,4.7,79.0,80.0,93.0
3311,The Foundations of Cybersecurity,University System of Georgia,94.0,68.0,Yes,4.8,89.0,60.0,72.0
3312,The Business of Cybersecurity Capstone,University System of Georgia,76.0,71.0,Yes,4.8,63.0,74.0,90.0
3313,Career Options: Exploring a New Career,University System of Georgia,61.0,68.0,Yes,3.8,58.0,60.0,75.0
3314,Six Sigma Tools for Improve and Control,University System of Georgia,70.0,72.0,Yes,4.8,55.0,57.0,92.0
3315,The GRC Approach to Managing Cybersecurity,University System of Georgia,87.0,63.0,No,4.8,77.0,74.0,93.0
3316,Writing Professional Email and Memos (Project-Centered Course),University System of Georgia,87.0,69.0,No,4.2,58.0,76.0,97.0
3317,Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),University System of Georgia,76.0,65.0,Yes,4.5,79.0,71.0,58.0
3318,Six Sigma Principles,University System of Georgia,94.0,68.0,Yes,4.6,72.0,82.0,58.0
3319,K-12 Blended & Online Learning,University System of Georgia,81.0,64.0,Yes,4.6,75.0,70.0,61.0
3320,Six Sigma Tools for Define and Measure,University System of Georgia,90.0,72.0,Yes,4.6,80.0,60.0,62.0
3321,Six Sigma Advanced Define and Measure Phases,University System of Georgia,70.0,64.0,No,4.7,57.0,59.0,96.0
3322,Managing Network Security,University System of Georgia,62.0,65.0,No,4.7,70.0,83.0,90.0
3323,Cybersecurity and Its Ten Domains,University System of Georgia,66.0,63.0,Yes,4.1,80.0,71.0,78.0
3324,Managing Cybersecurity Incidents and Disasters,University System of Georgia,68.0,67.0,Yes,4.8,75.0,62.0,91.0
3325,Course Name,University/Company ,80.0,64.0,Extracurricular_Activities,4.5,72.41137220771685,70.68945538818076,72.68655851680185
3326,"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",UNSW Sydney (The University of New South Wales),56.0,62.0,Yes,4.3,72.0,57.0,67.0
3327,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),70.0,70.0,No,4.7,84.0,56.0,92.0
3328,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),88.0,66.0,Yes,4.7,84.0,75.0,91.0
3329,Learning to Teach Online,UNSW Sydney (The University of New South Wales),51.0,67.0,Yes,4.7,88.0,76.0,61.0
3330,Designing the Future of Work,UNSW Sydney (The University of New South Wales),75.0,62.0,Yes,4.7,56.0,92.0,62.0
3331,"Remote Sensing Image Acquisition, Analysis and Applications",UNSW Sydney (The University of New South Wales),76.0,63.0,No,4.5,74.0,79.0,95.0
3332,Requirements Writing,UNSW Sydney (The University of New South Wales),94.0,65.0,Yes,4.6,73.0,74.0,67.0
3333,How to Validate your Startup Idea,UNSW Sydney (The University of New South Wales),54.0,71.0,No,4.4,77.0,87.0,53.0
3334,Understanding child development: from synapse to society,Utrecht University,59.0,65.0,Yes,4.5,76.0,75.0,70.0
3335,Professionalism in an era of change,Utrecht University,56.0,66.0,Yes,4.7,72.41137220771685,77.0,62.0
3336,Unravelling solutions for Future Food problems,Utrecht University,68.0,68.0,Yes,4.6,56.0,88.0,62.0
3337,Inequality and Democracy,Utrecht University,88.0,71.0,Yes,4.7,81.0,60.0,57.0
3338,Clinical Epidemiology,Utrecht University,50.0,68.0,No,4.8,60.0,79.0,70.0
3339,Human Rights for Open Societies,Utrecht University,98.0,68.0,Yes,4.7,72.0,75.0,72.0
3340,Introduction to Programming with MATLAB,Vanderbilt University,57.0,68.0,Yes,4.8,70.0,76.0,84.0
3341,Building Cloud Services with the Java Spring Framework,Vanderbilt University,78.0,68.0,Yes,4.1,80.0,79.0,94.0
3342,Java for Android,Vanderbilt University,80.0,63.0,No,4.4,59.0,77.0,74.0
3343,"Android App Components - Services, Local IPC, and Content Providers",Vanderbilt University,85.0,66.0,Yes,4.2,92.0,62.0,96.0
3344,"Capstone MOOC for ""Android App Development""",Vanderbilt University,64.0,72.0,No,2.9,76.0,76.0,91.0
3345,Data Management for Clinical Research,Vanderbilt University,80.0,67.0,No,4.7,59.0,76.0,72.0
3346,"Android App Components - Intents, Activities, and Broadcast Receivers",Vanderbilt University,53.0,83.0,No,4.0,80.0,58.0,92.0
3347,"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials",Vanderbilt University,70.0,62.0,Yes,4.8,79.0,80.0,89.0
3348,Understanding the Music Business: What is Music Worth?,Vanderbilt University,59.0,66.0,No,4.5,92.0,56.0,97.0
3349,"Introduction to Data, Signal, and Image Analysis with MATLAB",Vanderbilt University,54.0,63.0,Yes,4.8,81.0,87.0,59.0
3350,Hot Topics in Criminal Justice,Vanderbilt University,86.0,65.0,Yes,4.5,59.0,93.0,73.0
3351,Engineering Maintainable Android Apps,Vanderbilt University,71.0,64.0,Yes,4.5,77.0,55.0,93.0
3352,"Online Games: Literature, New Media, and Narrative",Vanderbilt University,100.0,68.0,No,4.7,90.0,59.0,97.0
3353,Leading Innovation in Arts and Culture,Vanderbilt University,92.0,68.0,Yes,4.4,63.0,59.0,90.0
3354,Case Studies in Personalized Medicine,Vanderbilt University,72.0,64.0,Yes,4.8,55.0,56.0,62.0
3355,Mastering Programming with MATLAB,Vanderbilt University,94.0,64.0,No,4.9,73.0,77.0,85.0
3356,Networking and Security Architecture with VMware NSX,VMware,97.0,62.0,Yes,4.8,62.0,79.0,74.0
