Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
Fundamentals of Project Planning and Management,University of Virginia,63,Low,College,61,No,Beginner,4.7,62.0,57.0,59.0
Business Growth Strategy,University of Virginia,70,Medium,High School,68,Yes,Intermediate,4.7,79.0,80.0,67.0
Sustainability through Soccer: Systems-Thinking in Action,University of Virginia,89,Low,Postgraduate,69,No,Beginner,3.5,90.0,56.0,57.0
Hypothesis-Driven Development,University of Virginia,54,High,High School,69,Yes,Intermediate,4.6,79.0,87.0,75.0
Ethical Leadership Through Giving Voice to Values,University of Virginia,78,Medium,High School,70,Yes,Intermediate,4.7,71.0,79.0,67.0
Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,70,Low,High School,59,No,Beginner,4.6,79.0,55.0,60.0
Continuous Delivery & DevOps,University of Virginia,56,Medium,College,65,No,Intermediate,4.6,56.0,75.0,69.0
"The Modern World, Part Two: Global History since 1910",University of Virginia,61,Medium,Postgraduate,64,No,Beginner,4.8,89.0,80.0,60.0
Introduction to Personal Branding,University of Virginia,87,Low,High School,66,Yes,Beginner,4.3,79.0,63.0,61.0
Hypothesis-Driven Development,University of Virginia,57,Medium,College,71,No,Intermediate,4.6,57.0,75.0,67.0
Motivational Enhancement Techniques: Working with Patients with Opioid & Substance Use Disorders or High Risk Use MAT Waiver Training Supplemental Course,University of Virginia,56,Medium,College,67,Yes,Intermediate,4.4,56.0,73.0,73.0
Market and Competition in Pricing Strategy,University of Virginia,59,Low,College,63,No,Advanced,4.8,58.0,57.0,92.0
Foundations of Diversity and Inclusion at Work TeachOut,University of Virginia,86,Low,High School,64,No,Beginner,4.7,80.0,61.0,58.0
"Coding for Designers, Managers, & Entrepreneurs I",University of Virginia,94,High,Postgraduate,63,Yes,Beginner,4.3,90.0,84.0,62.0
The Kennedy Half Century,University of Virginia,95,Medium,Postgraduate,67,Yes,Beginner,4.6,83.0,71.0,60.0
New Models of Business in Society,University of Virginia,93,Low,College,64,Yes,Beginner,4.6,58.0,59.0,61.0
"Grow to Greatness: Smart Growth for Private Businesses, Part II",University of Virginia,59,Medium,Postgraduate,65,No,Intermediate,4.8,82.0,79.0,72.0
Patrick Henry: Forgotten Founder,University of Virginia,89,Low,High School,68,Yes,Intermediate,4.9,71.0,55.0,74.0
"Programming Languages, Part A",University of Washington,50,High,High School,66,Yes,Intermediate,4.9,80.0,86.0,67.0
Data Science at Scale - Capstone Project,University of Washington,94,Low,College,65,Yes,Advanced,3.8,59.0,58.0,88.0
Machine Learning: Clustering & Retrieval,University of Washington,81,High,High School,64,Yes,Beginner,4.6,72.0,92.0,62.0
Business English: Capstone Project,University of Washington,54,Medium,College,64,Yes,Advanced,4.6,57.0,77.0,96.0
Practical Predictive Analytics: Models and Methods,University of Washington,88,Medium,High School,70,Yes,Beginner,4.1,71.0,71.0,59.0
Computational Neuroscience,University of Washington,97,Medium,High School,72,Yes,Intermediate,4.5,75.0,75.0,74.0
Business English: Networking,University of Washington,92,Low,High School,63,No,Advanced,4.7,77.0,59.0,92.0
Social Media Data Analytics,University of Washington,95,Low,High School,69,Yes,Advanced,4,71.0,61.0,97.0
Speaking to inform: Discussing complex ideas with clear explanations and dynamic slides,University of Washington,90,High,College,70,No,Advanced,4.8,55.0,89.0,89.0
Lesson | Business English Skills: Introducing Yourself in Business Settings,University of Washington,58,High,Postgraduate,66,Yes,Intermediate,4.2,85.0,82.0,69.0
Machine Learning: Classification,University of Washington,98,Low,Postgraduate,72,No,Beginner,4.7,84.0,62.0,60.0
Business English: Making Presentations,University of Washington,88,Medium,College,72,No,Advanced,4.8,56.0,70.0,91.0
Business English: Planning & Negotiating,University of Washington,87,Medium,College,70,Yes,Advanced,4.8,58.0,77.0,88.0
Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails,University of Washington,100,Medium,High School,72,Yes,Intermediate,4.5,80.0,72.0,75.0
"Programming Languages, Part B",University of Washington,56,Low,Postgraduate,67,No,Advanced,4.9,89.0,62.0,96.0
U101: Understanding College and College Life,University of Washington,67,Medium,Postgraduate,71,Yes,Not Calibrated,4.6,87.0,77.0,50.0
Speaking to persuade: Motivating audiences with solid arguments and moving language,University of Washington,63,Low,Postgraduate,64,No,Advanced,4.8,93.0,61.0,90.0
"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails",University of Washington,76,Low,High School,67,No,Intermediate,4.8,79.0,63.0,73.0
Introduction to Public Speaking,University of Washington,68,Low,High School,65,Yes,Intermediate,4.7,79.0,63.0,75.0
Communicating Data Science Results,University of Washington,81,Low,High School,64,No,Advanced,3.6,77.0,57.0,95.0
Machine Learning: Regression,University of Washington,90,Medium,High School,73,Yes,Beginner,4.8,73.0,75.0,60.0
Business English: Meetings,University of Washington,93,Low,High School,60,Yes,Advanced,4.7,76.0,55.0,93.0
Speaking to Inspire: Ceremonial and Motivational Speeches,University of Washington,64,Low,High School,66,Yes,Advanced,4.8,72.0,55.0,90.0
Machine Learning Foundations: A Case Study Approach,University of Washington,87,Low,High School,63,Yes,Conversant,4.5,71.0,55.0,81.0
"Programming Languages, Part C",University of Washington,88,High,High School,65,No,Advanced,5,78.0,83.0,94.0
"Agriculture, Economics and Nature",University of Western Australia,69,High,High School,67,Yes,Intermediate,4.7,76.0,84.0,70.0
Discover Best Practice Farming for a Sustainable 2050,University of Western Australia,61,High,College,64,No,Beginner,4.6,63.0,91.0,60.0
Asian Environmental Humanities: Landscapes in Transition,University of Zurich,62,High,College,65,Yes,Intermediate,4.8,61.0,87.0,70.0
Teaching Science at University,University of Zurich,69,High,College,68,No,Intermediate,4.6,61.0,90.0,69.0
Myocardial Infarction,University of Zurich,84,Low,High School,72,No,Intermediate,4.8,71.0,57.0,67.0
An Intuitive Introduction to Probability,University of Zurich,80,Low,High School,71,Yes,Intermediate,4.8,71.0,56.0,70.0
Career Planning: A Pathway to Employment,University System of Georgia,64,Medium,Postgraduate,71,No,Beginner,4.8,91.0,74.0,59.0
Successful Career Development,University System of Georgia,54,Medium,High School,67,Yes,Intermediate,4.6,79.0,74.0,69.0
Cybersecurity and the X-Factor,University System of Georgia,91,Low,College,66,Yes,Intermediate,4.6,56.0,61.0,74.0
Cybersecurity and Mobility,University System of Georgia,75,Medium,High School,63,Yes,Beginner,4.4,77.0,78.0,61.0
Cybersecurity and the Internet of Things,University System of Georgia,93,Low,High School,72,Yes,Beginner,4.6,73.0,56.0,61.0
Six Sigma Advanced Analyze Phase,University System of Georgia,61,Medium,Postgraduate,69,No,Intermediate,4.7,93.0,76.0,70.0
Six Sigma Tools for Analyze,University System of Georgia,51,Low,Postgraduate,66,No,Beginner,4.7,87.0,63.0,60.0
Six Sigma and the Organization (Advanced),University System of Georgia,91,High,Postgraduate,75,Yes,Advanced,4.6,86.0,87.0,88.0
Six Sigma Advanced Improve and Control Phases,University System of Georgia,69,Medium,High School,68,Yes,Advanced,4.7,71.0,77.0,89.0
The Foundations of Cybersecurity,University System of Georgia,94,Low,Postgraduate,68,Yes,Intermediate,4.8,81.0,58.0,69.0
The Business of Cybersecurity Capstone,University System of Georgia,76,Medium,College,71,Yes,Advanced,4.8,57.0,76.0,96.0
Career Options: Exploring a New Career,University System of Georgia,61,Low,College,68,Yes,Intermediate,3.8,61.0,56.0,67.0
Six Sigma Tools for Improve and Control,University System of Georgia,70,Low,College,72,Yes,Advanced,4.8,57.0,59.0,92.0
The GRC Approach to Managing Cybersecurity,University System of Georgia,87,Medium,High School,63,No,Advanced,4.8,71.0,75.0,90.0
Writing Professional Email and Memos (Project-Centered Course),University System of Georgia,87,Medium,College,69,No,Advanced,4.2,63.0,72.0,90.0
Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),University System of Georgia,76,Medium,High School,65,Yes,Beginner,4.5,73.0,77.0,62.0
Six Sigma Principles,University System of Georgia,94,High,High School,68,Yes,Beginner,4.6,73.0,82.0,61.0
K-12 Blended & Online Learning,University System of Georgia,81,Medium,High School,64,Yes,Beginner,4.6,74.0,79.0,62.0
Six Sigma Tools for Define and Measure,University System of Georgia,90,Low,High School,72,Yes,Beginner,4.6,70.0,57.0,59.0
Six Sigma Advanced Define and Measure Phases,University System of Georgia,70,Low,College,64,No,Advanced,4.7,56.0,57.0,97.0
Managing Network Security,University System of Georgia,62,High,High School,65,No,Advanced,4.7,71.0,84.0,95.0
Cybersecurity and Its Ten Domains,University System of Georgia,66,Medium,High School,63,Yes,Conversant,4.1,73.0,72.0,81.0
Managing Cybersecurity Incidents and Disasters,University System of Georgia,68,Low,High School,67,Yes,Advanced,4.8,77.0,61.0,91.0
Course Name,University/Company ,Previous_Scores,Family_Income,Parental_Education_Level,Apptitude,Extracurricular_Activities,Difficulty Level,Course Rating,,,
"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",UNSW Sydney (The University of New South Wales),56,Low,High School,62,Yes,Intermediate,4.3,75.0,63.0,71.0
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),70,Low,Postgraduate,70,No,Advanced,4.7,88.0,61.0,88.0
Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),88,Medium,Postgraduate,66,Yes,Advanced,4.7,81.0,73.0,92.0
Learning to Teach Online,UNSW Sydney (The University of New South Wales),51,Medium,Postgraduate,67,Yes,Beginner,4.7,85.0,78.0,59.0
Designing the Future of Work,UNSW Sydney (The University of New South Wales),75,High,College,62,Yes,Beginner,4.7,56.0,88.0,59.0
"Remote Sensing Image Acquisition, Analysis and Applications",UNSW Sydney (The University of New South Wales),76,Medium,High School,63,No,Advanced,Not Calibrated,72.0,79.0,88.0
Requirements Writing,UNSW Sydney (The University of New South Wales),94,Medium,High School,65,Yes,Intermediate,4.6,70.0,78.0,68.0
How to Validate your Startup Idea,UNSW Sydney (The University of New South Wales),54,High,High School,71,No,Not Calibrated,4.4,75.0,81.0,56.0
Understanding child development: from synapse to society,Utrecht University,59,Medium,High School,65,Yes,Intermediate,4.5,73.0,76.0,67.0
Professionalism in an era of change,Utrecht University,56,Medium,High School,66,Yes,Beginner,4.7,77.0,72.0,57.0
Unravelling solutions for Future Food problems,Utrecht University,68,High,College,68,Yes,Beginner,4.6,58.0,87.0,62.0
Inequality and Democracy,Utrecht University,88,Low,Postgraduate,71,Yes,Beginner,4.7,93.0,58.0,61.0
Clinical Epidemiology,Utrecht University,50,Medium,College,68,No,Intermediate,4.8,63.0,71.0,71.0
Human Rights for Open Societies,Utrecht University,98,Medium,High School,68,Yes,Intermediate,4.7,75.0,76.0,67.0
Introduction to Programming with MATLAB,Vanderbilt University,57,Medium,High School,68,Yes,Conversant,4.8,76.0,75.0,79.0
Building Cloud Services with the Java Spring Framework,Vanderbilt University,78,Medium,High School,68,Yes,Advanced,4.1,80.0,80.0,91.0
Java for Android,Vanderbilt University,80,Medium,College,63,No,Intermediate,4.4,58.0,75.0,67.0
"Android App Components - Services, Local IPC, and Content Providers",Vanderbilt University,85,Low,Postgraduate,66,Yes,Advanced,4.2,92.0,56.0,90.0
"Capstone MOOC for ""Android App Development""",Vanderbilt University,64,Medium,High School,72,No,Advanced,2.9,77.0,80.0,95.0
Data Management for Clinical Research,Vanderbilt University,80,Medium,College,67,No,Intermediate,4.7,63.0,79.0,70.0
"Android App Components - Intents, Activities, and Broadcast Receivers",Vanderbilt University,53,Low,High School,83,No,Advanced,4,76.0,60.0,89.0
"Faster Together, Enhancing the Recruitment of Minorities in Clinical Trials",Vanderbilt University,70,Medium,High School,62,Yes,Advanced,4.8,75.0,71.0,95.0
Understanding the Music Business: What is Music Worth?,Vanderbilt University,59,Low,Postgraduate,66,No,Advanced,4.5,92.0,62.0,88.0
"Introduction to Data, Signal, and Image Analysis with MATLAB",Vanderbilt University,54,High,Postgraduate,63,Yes,Beginner,4.8,84.0,93.0,57.0
Hot Topics in Criminal Justice,Vanderbilt University,86,High,College,65,Yes,Intermediate,4.5,62.0,87.0,72.0
Engineering Maintainable Android Apps,Vanderbilt University,71,Low,High School,64,Yes,Advanced,4.5,75.0,63.0,96.0
"Online Games: Literature, New Media, and Narrative",Vanderbilt University,100,Low,Postgraduate,68,No,Advanced,4.7,90.0,61.0,88.0
Leading Innovation in Arts and Culture,Vanderbilt University,92,Low,College,68,Yes,Advanced,4.4,62.0,56.0,97.0
Case Studies in Personalized Medicine,Vanderbilt University,72,Low,College,64,Yes,Beginner,4.8,56.0,55.0,60.0
Mastering Programming with MATLAB,Vanderbilt University,94,Medium,High School,64,No,Conversant,4.9,71.0,71.0,80.0
Networking and Security Architecture with VMware NSX,VMware,97,Medium,College,62,Yes,Intermediate,4.8,55.0,77.0,71.0
Memoir and Personal Essay: Managing Your Relationship with the Reader,Wesleyan University,83,Medium,High School,66,Yes,Advanced,4.2,80.0,79.0,97.0
Writing in First Person Point of View,Wesleyan University,57,Medium,High School,69,Yes,Advanced,4.6,71.0,78.0,90.0
Python Programming: A Concise Introduction,Wesleyan University,76,Low,High School,65,No,Advanced,4.6,75.0,59.0,92.0
Data Management and Visualization,Wesleyan University,71,Medium,College,64,Yes,Advanced,4.3,58.0,71.0,96.0
Introduction to Complex Analysis,Wesleyan University,94,Low,High School,97,No,Intermediate,4.8,73.0,62.0,69.0
Capstone: Your Story,Wesleyan University,84,Low,College,65,No,Advanced,4.4,60.0,63.0,92.0
Creative Writing: The Craft of Setting and Description,Wesleyan University,68,Medium,Postgraduate,75,Yes,Advanced,4.7,91.0,73.0,89.0
Data Analysis and Interpretation Capstone,Wesleyan University,71,High,College,72,Yes,Advanced,4.7,58.0,89.0,94.0
Data Analysis Tools,Wesleyan University,97,Low,College,67,Yes,Advanced,4.4,61.0,59.0,94.0
The Modern and the Postmodern (Part 1),Wesleyan University,67,Medium,Postgraduate,70,No,Intermediate,4.7,86.0,71.0,69.0
Property and Liability: An Introduction to Law and Economics,Wesleyan University,54,Low,High School,61,Yes,Not Calibrated,4.6,79.0,63.0,55.0
How to Change the World,Wesleyan University,68,Medium,High School,68,No,Advanced,4.5,75.0,71.0,97.0
Writing Stories About Ourselves,Wesleyan University,61,Medium,Postgraduate,68,Yes,Advanced,3.7,85.0,79.0,96.0
Regression Modeling in Practice,Wesleyan University,58,Medium,Postgraduate,64,Yes,Intermediate,4.4,84.0,77.0,75.0
Career Decisions: From Insight to Impact,Wesleyan University,76,Medium,High School,65,No,Intermediate,4.7,74.0,73.0,67.0
The Ancient Greeks,Wesleyan University,50,High,Postgraduate,68,Yes,Beginner,4.7,90.0,90.0,61.0
Understanding Memory: Explaining the Psychology of Memory through Movies,Wesleyan University,55,High,Postgraduate,68,Yes,Beginner,4.7,81.0,93.0,58.0
Machine Learning for Data Analysis,Wesleyan University,50,High,College,71,Yes,Intermediate,4.2,63.0,86.0,74.0
Schizophrenia,Wesleyan University,61,Low,Postgraduate,70,No,Beginner,4.7,87.0,57.0,58.0
The Modern and the Postmodern (Part 2),Wesleyan University,88,Medium,College,62,No,Not Calibrated,4.7,61.0,72.0,52.0
Writing a Personal Essay,Wesleyan University,81,Low,High School,59,Yes,Advanced,4.4,71.0,59.0,95.0
Social Psychology,Wesleyan University,94,Low,College,65,No,Intermediate,4.6,60.0,56.0,69.0
Creative Writing: The Craft of Style,Wesleyan University,98,Low,High School,69,No,Advanced,4.7,72.0,57.0,89.0
Forensic Accounting and Fraud Examination,West Virginia University,95,Low,High School,69,Yes,Beginner,4.7,73.0,61.0,59.0
Account Management & Sales Force Design,West Virginia University,82,High,College,64,Yes,Advanced,4.3,57.0,91.0,96.0
Sales Force Management,West Virginia University,53,Medium,College,63,Yes,Advanced,4.6,59.0,72.0,92.0
"Compensation, Expenses and Quotas",West Virginia University,88,High,College,64,Yes,Advanced,4.6,63.0,84.0,90.0
Wood Science: Beyond Building,West Virginia University,63,Medium,Postgraduate,66,Yes,Beginner,4.6,85.0,80.0,60.0
"Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues",West Virginia University,76,High,College,65,Yes,Advanced,3.8,59.0,91.0,96.0
Sales Operations: Final Project,West Virginia University,77,Medium,College,67,Yes,Advanced,4.7,57.0,72.0,96.0
Todayï¿½s Music Industry,West Virginia University,51,Medium,College,58,Yes,Advanced,4.3,57.0,80.0,95.0
Lecture Series for Preventing and Controlling COVID-19,Xi'an Jiaotong University,70,Low,High School,69,Yes,Beginner,4.3,70.0,62.0,57.0
